Grant Name,Sponsor,Link,Opp ID,Opportunity Number,Open Date,Deadline,Status,Award max,RFP,Innovation/execution,Latest preparation start date,App deadline,Partners notes,Match req %,Timeline summary,App process,App package,Extra notes,Relevance,EQORE Fit,Ease of Use,Match %,Weighted Score,Days to Deadline,Award min,Funding Instrument,Categories,Eligibility,Synopsis snippet,Grant name,Sponsor org, bGrant name
The Role of Work in Health Disparities in the U.S. (R01 Clinical Trials Optional) (PAR-25-292),National Institutes of Health,https://www.grants.gov/search-results-detail/357379,357379,PAR-25-292,11/25/2024,01/07/2028,posted,,,,,,,,,,,,,,,,,,,,,,,,,
NLM Grants for Scholarly Works in Biomedicine and Health (G13 Clinical Trial Not Allowed) (PAR-23-183),National Institutes of Health,https://www.grants.gov/search-results-detail/348175,348175,PAR-23-183,05/17/2023,02/26/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Single Source: National Longitudinal Study of Adolescent to Adult (Add) Health Wave VII (U01 Clinical Trial Not Allowed) (RFA-AG-26-001),National Institutes of Health,https://www.grants.gov/search-results-detail/358815,358815,RFA-AG-26-001,06/16/2025,10/17/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Health Sciences Core Centers Program (P30 Clinical Trials Optional) (RFA-ES-25-002),National Institutes of Health,https://www.grants.gov/search-results-detail/357121,357121,RFA-ES-25-002,11/14/2024,01/29/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Effectiveness Trials to Test Mental Health System Interventions (R61/R33 Clinical Trial Required) (PAR-25-285),National Institutes of Health,https://www.grants.gov/search-results-detail/357434,357434,PAR-25-285,11/26/2024,10/15/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Navigator Emergency Department Diversion Models for Non-Urgent Mental Health Concerns (R34 Clinical Trial Required) (PAR-25-288),National Institutes of Health,https://www.grants.gov/search-results-detail/357386,357386,PAR-25-288,11/25/2024,01/07/2028,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Navigator Emergency Department Diversion Models for Non-Urgent Mental Health Concerns (R01 Clinical Trial Required) (PAR-25-289),National Institutes of Health,https://www.grants.gov/search-results-detail/357382,357382,PAR-25-289,11/25/2024,01/07/2028,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Strengthening Global Health Security: Partnering for GHSA Implementation in Senegal (CDC-RFA-JG-26-0048),Centers for Disease Control-GHC,https://www.grants.gov/search-results-detail/360334,360334,CDC-RFA-JG-26-0048,08/22/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Strategies to Improve Health Outcomes and Reduce Health Disparities in Rural Populations (R01 Clinical Trial Optional) (FOR-NR-25-007),National Institutes of Health,https://www.grants.gov/search-results-detail/358932,358932,FOR-NR-25-007,05/13/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Unveiling Health and Healthcare Disparities in Non-Communicable and Chronic Diseases in Latin America: Setting the Stage for Better Health Outcomes Across the Hemisphere (R01 - Clinical Trials Not Allowed) (PAR-25-377),National Institutes of Health,https://www.grants.gov/search-results-detail/358087,358087,PAR-25-377,01/08/2025,01/07/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Animal and Veterinary Innovation Centers (U18) (PAR-24-251),Food and Drug Administration,https://www.grants.gov/search-results-detail/355044,355044,PAR-24-251,06/20/2024,05/12/2028,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Advancing Nutrition-related Research Across the Lifespan (FOR-NR-25-001),National Institutes of Health,https://www.grants.gov/search-results-detail/358896,358896,FOR-NR-25-001,05/28/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
"Cellular Senescence Network (SenNet): SenNet Data Coordination, Integration and Organizational Center (U24 or UM1) (NOT-RM-25-019)",National Institutes of Health,https://www.grants.gov/search-results-detail/359169,359169,NOT-RM-25-019,05/28/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
"NIH Blueprint for Neuroscience: Coordination Center for Interoception Research (BPCCIR) (U24, Clinical Trial Not Allowed) (NOT-AT-25-005)",National Institutes of Health,https://www.grants.gov/search-results-detail/358814,358814,NOT-AT-25-005,05/05/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Advancing Research on Empirically-Supported Interventions for Older Adults Living with Serious Mental Illness (SMI) (FOR-MH-26-180),National Institutes of Health,https://www.grants.gov/search-results-detail/359201,359201,FOR-MH-26-180,06/17/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Using Archived Data and Specimen Collections to Advance Maternal and Pediatric HIV/AIDS Research (FOR-HD-25-023),National Institutes of Health,https://www.grants.gov/search-results-detail/359945,359945,FOR-HD-25-023,07/08/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Tribal Undergraduate to Graduate Research Training and Leadership Experiences (TURTLE) Program (UE5/T32) (PAR-24-235),National Institutes of Health,https://www.grants.gov/search-results-detail/356309,356309,PAR-24-235,09/03/2024,01/25/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Rural Housing Preservation Grant,Rural Housing Service,https://www.grants.gov/search-results-detail/359959,,,08/05/2025,09/04/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
The Primary Prevention Youth Homelessness Demonstration Program,Administration for Children & Families - ACYF/FYSB,https://www.grants.gov/search-results-detail/356037,,,08/14/2024,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Announcement of Stand Down Grants,Veterans Employment and Training Service,https://www.grants.gov/search-results-detail/345327,,,01/10/2023,09/30/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Rural Community Development Initiative (RCDI),Rural Housing Service,https://www.grants.gov/search-results-detail/359934,,,07/08/2025,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerating Solutions to Improve Access and Quality of Empirically-Supported Practices for Youth Mental Health (R01 Clinical Trial Optional),National Institutes of Health,https://www.grants.gov/search-results-detail/357524,,,12/03/2024,01/07/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
CY25 Annual SCMF/CHSP Renewal,Department of Housing and Urban Development,https://www.grants.gov/search-results-detail/360383,,,08/28/2025,09/01/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Rural and Tribal Assistance (RTA) Pilot Program,69A345 Office of the Under Secretary for Policy,https://www.grants.gov/search-results-detail/360227,,,08/07/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation Corps Teams (I-CorpsTM* Teams)  Program (21-552),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/330934,,,01/15/2021,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation in Behavioral Health (IBH) (CMS-2Q2-26-001),Centers for Medicare & Medicaid Services,https://www.grants.gov/search-results-detail/358987,,,05/15/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Infrastructure Innovation for Biological Research (23-578),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/347680,,,04/21/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Foundations for Digital Twins as Catalyzers of Biomedical Technological Innovation (24-561),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/353135,,,03/23/2024,05/04/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DOD Ovarian Cancer, Pilot Award (HT942525OCRPPA)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358734,,,04/22/2025,09/11/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Mathematical Foundations of Digital Twins (24-559),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/353134,,,03/23/2024,03/16/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Engineering of Biomedical Systems (PD-23-5345),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/348796,,,06/18/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Embassy Phnom Penh &ndash; PAS Annual Program Statement,U.S. Mission to Cambodia,https://www.grants.gov/web/grants/view-opportunity.html?oppId=348863,,,06/22/2023,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
FY25 Long Range Broad Agency Announcement (BAA) for Navy and Marine Corps Science and Technology,Office of Naval Research,https://www.grants.gov/web/grants/view-opportunity.html?oppId=356605,,,10/01/2024,09/30/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Culture of Research and University Exchanges Prep program (CRUX) in One Health and Agricultural STEM,U.S. Mission to Zimbabwe,https://www.grants.gov/web/grants/view-opportunity.html?oppId=334092,,,06/10/2021,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Air Delivered Effects,Munitions Directorate,https://www.grants.gov/web/grants/view-opportunity.html?oppId=338821,,,03/22/2022,03/21/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Defense Sciences Office (DSO) Office-wide BAA,DARPA - Defense Sciences Office,https://www.grants.gov/web/grants/view-opportunity.html?oppId=359239,,,06/03/2025,06/02/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Biological Technologies,DARPA - Biological Technologies Office,https://www.grants.gov/web/grants/view-opportunity.html?oppId=356403,,,09/11/2024,09/10/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Boosting Innovative GEOINT - Science &amp; Technology  Broad Agency Announcement (BIG-ST BAA),National Geospatial-Intelligence Agency ,https://www.grants.gov/web/grants/view-opportunity.html?oppId=351404,,,12/15/2023,12/14/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DoD Breast Cancer, Clinical Research Extension Award (HT942525BCRPCREA2)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/359720,359720,HT942525BCRPCREA2,06/16/2025,09/10/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"DoD Breast Cancer, Breakthrough Award Levels 1 and 2 (HT942525BCRPBTA122)",Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/359721,359721,HT942525BCRPBTA122,06/16/2025,09/10/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
DoD Breast Cancer Breakthrough Award Level 3 (HT942525BCRPBTA3),Dept. of the Army -- USAMRAA,https://www.grants.gov/search-results-detail/358731,358731,HT942525BCRPBTA3,04/22/2025,09/10/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamic Language Infrastructure-Doctoral Dissertation Research Improvement Grants (22-616),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/342476,342476,22-616,07/17/2022,09/15/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
NSF Dynamic Language Infrastructure - NEH Documenting Endangered Languages (22-615),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/342475,342475,22-615,07/17/2022,09/15/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamic Language Infrastructure &ndash; Documenting Endangered Languages Fellowships (20250910-FN),National Endowment for the Humanities,https://www.grants.gov/search-results-detail/356523,356523,20250910-FN,09/25/2024,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
NIDCD Clinical Research Center Grant (P50 Clinical Trial Optional) (NOT-DC-25-031),National Institutes of Health,https://www.grants.gov/search-results-detail/358863,358863,NOT-DC-25-031,05/12/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Early-Stage Dissemination and Implementation Research in Communication Disorders (R21 Clinical Trial Optional) (NOT-DC-25-033),National Institutes of Health,https://www.grants.gov/search-results-detail/359274,359274,NOT-DC-25-033,06/06/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Request for Information (RFI): Community Influence on Human Judgment During  Information Processing Tasks (DEVCOM-ARL-RFI-24-01-HC),Dept of the Army -- Materiel Command,https://www.grants.gov/search-results-detail/350730,350730,DEVCOM-ARL-RFI-24-01-HC,10/25/2023,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Notice of Intent on Upcoming 2020 TIP Office Funding Opportunity (SFOP0007154),Office to Monitor-Combat Trafficking in Persons,https://www.grants.gov/search-results-detail/328026,328026,SFOP0007154,07/08/2020,01/01/2099,posted,,,,,,,,,,,,,,,,,,,,,,,,,
NIDCD Early Career Research(ECR) Award (R21 Clinical Trial Optional) (PAR-25-120),National Institutes of Health,https://www.grants.gov/search-results-detail/356763,356763,PAR-25-120,10/18/2024,10/15/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"Safety, Security, and Privacy of Open-Source Ecosystems (24-608)",U.S. National Science Foundation,https://www.grants.gov/search-results-detail/356472,356472,24-608,09/20/2024,04/28/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
NIDCD Research Career Enhancement Award for Established Investigators (K18 Clinical Trial Not Allowed) (PAR-24-143),National Institutes of Health,https://www.grants.gov/search-results-detail/352273,352273,PAR-24-143,02/08/2024,05/07/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
NIDCD Research Career Enhancement Award for Established Investigators (K18 Independent Basic Experimental Studies with Humans Required) (PAR-24-142),National Institutes of Health,https://www.grants.gov/search-results-detail/352272,352272,PAR-24-142,02/08/2024,05/07/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
NIDCD Research Career Enhancement Award for Established Investigators (K18 Clinical Trial Required) (PAR-24-140),National Institutes of Health,https://www.grants.gov/search-results-detail/352270,352270,PAR-24-140,02/08/2024,05/07/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Advancing HIV/AIDS Research within the Mission of the NIDCD (R01 Clinical Trial Optional) (PAR-25-319),National Institutes of Health,https://www.grants.gov/search-results-detail/358079,358079,PAR-25-319,01/08/2025,01/07/2028,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Advancing HIV/AIDS Research within the Mission of the NIDCD (R21 Clinical Trial Optional) (PAR-25-318),National Institutes of Health,https://www.grants.gov/search-results-detail/358080,358080,PAR-25-318,01/08/2025,01/07/2028,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Cultural Anthropology Program - Doctoral Dissertation Research Improvement Grants (24-605),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/356415,356415,24-605,09/13/2024,01/15/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
BRAIN Initiative: Research Opportunities Using Invasive Neural Recording and Stimulating Technologies in the Human Brain (U01 Basic Experimental Studies with Humans Required) (RFA-NS-26-007),National Institutes of Health,https://www.grants.gov/search-results-detail/360402,360402,RFA-NS-26-007,08/28/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Strengthening ties between the U.S. and Cyprus (PAS-CY600-FY25-0001),U.S. Mission to Cyprus,https://www.grants.gov/search-results-detail/358811,358811,PAS-CY600-FY25-0001,05/05/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Program Statement 2025 (PAS-ZAF-FY25-02),U.S. Mission to South Africa,https://www.grants.gov/search-results-detail/357797,357797,PAS-ZAF-FY25-02,12/18/2024,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
  Regional Resource Condition Assessment  (P16AS00333),National Park Service,https://www.grants.gov/search-results-detail/286103,286103,P16AS00333,07/14/2016,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
R Package Development and Data Certification for the National Park Service Units of the National Capital Region and the Northeast (P16AS00322),National Park Service,https://www.grants.gov/search-results-detail/286105,286105,P16AS00322,07/14/2016,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska Sea Grant State Fellowship Program (USGS-17-FA-0222),Geological Survey,https://www.grants.gov/search-results-detail/294523,294523,USGS-17-FA-0222,06/09/2017,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Shared Instrumentation Grant (SIG) Program (S10 Clinical Trial Not Allowed) (PAR-24-265),National Institutes of Health,https://www.grants.gov/search-results-detail/356886,356886,PAR-24-265,10/29/2024,06/01/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Biophotonics (PD-23-7236),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/347327,347327,PD-23-7236,04/05/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
High-End Instrumentation (HEI) Grant Program (S10 Clinical Trial Not Allowed) (PAR-24-264),National Institutes of Health,https://www.grants.gov/search-results-detail/356883,356883,PAR-24-264,10/29/2024,06/01/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Co-infection and Cancer (R21 Clinical Trial Not Allowed) (PAR-25-083),National Institutes of Health,https://www.grants.gov/search-results-detail/357271,357271,PAR-25-083,11/21/2024,01/07/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Request For Information - Slip-On Tankers (D23RFI0001),Interior Business Center,https://www.grants.gov/search-results-detail/350138,350138,D23RFI0001,09/07/2023,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00285 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 1 (F25AS00285),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360078,360078,F25AS00285,07/21/2025,09/19/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00289 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 2 (F25AS00289),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360079,360079,F25AS00289,07/21/2025,10/20/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00287 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 3 (F25AS00287),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360080,360080,F25AS00287,07/21/2025,09/19/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00288 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 4 (F25AS00288),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360081,360081,F25AS00288,07/21/2025,10/20/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00294 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 8 (F25AS00294),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360086,360086,F25AS00294,07/21/2025,09/19/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00290 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 6 (F25AS00290),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360083,360083,F25AS00290,07/21/2025,09/19/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00292 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 7 (F25AS00292),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360084,360084,F25AS00292,07/21/2025,09/19/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
F25AS00286 FY 2025 Cooperative Endangered Species Conservation Fund Traditional Conservation Grants Program Region 5 (F25AS00286),Fish and Wildlife Service,https://www.grants.gov/search-results-detail/360082,360082,F25AS00286,07/21/2025,09/19/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Statement of Interest (SOI) Annual Program Statement (PAS-TOKYO-FY25-SOI-02),U.S. Mission to Japan,https://www.grants.gov/search-results-detail/358791,,,05/01/2025,09/30/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Condensed Matter and Materials Theory (23-611),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/349654,,,08/01/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Nanoscale Interactions (PD-23-1179),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/347323,,,04/05/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Topology (PD-22-1267),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/340544,,,05/20/2022,11/04/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Year 2024 Flood Mitigation Assistance Swift Current (DHS-24-MT-144-000-99),Department of Homeland Security - FEMA,https://www.grants.gov/search-results-detail/354620,354620,DHS-24-MT-144-000-99,05/30/2024,01/15/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Bidirectional Influences Between Adolescent Social Media Use and Mental Health (R21 Clinical Trial Optional) (RFA-MH-25-206),National Institutes of Health,https://www.grants.gov/search-results-detail/356911,356911,RFA-MH-25-206,10/30/2024,10/20/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerating the Pace of Substance Use Research Using Existing Data (R01 Clinical Trial Not Allowed) (RFA-DA-26-055),National Institutes of Health,https://www.grants.gov/search-results-detail/357544,357544,RFA-DA-26-055,12/05/2024,12/03/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Accelerating the Pace of Substance Use Research Using Existing Data (R21 Clinical Trial Not Allowed) (RFA-DA-26-056),National Institutes of Health,https://www.grants.gov/search-results-detail/357545,357545,RFA-DA-26-056,12/05/2024,12/03/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Intervention Research to Improve Native American Health (R34 Clinical Trial Optional) (PAR-25-378),National Institutes of Health,https://www.grants.gov/search-results-detail/358373,358373,PAR-25-378,01/22/2025,01/07/2027,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Bidirectional Influences Between Adolescent Social Media Use and Mental Health (R01 Clinical Trial Optional) (RFA-MH-25-205),National Institutes of Health,https://www.grants.gov/search-results-detail/356910,356910,RFA-MH-25-205,10/30/2024,10/20/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Migrant Resilience Collaborative (NOI-ILAB-24-05),Bureau of International Labor Affairs,https://www.grants.gov/search-results-detail/355702,355702,NOI-ILAB-24-05,07/29/2024,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020 &ndash; 2024 (NNH19ZHA001C),National Aeronautics and Space Administration,https://www.grants.gov/search-results-detail/318918,318918,NNH19ZHA001C,07/29/2019,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
"Topical Workshops, Symposiums, and Conferences (TWSC-24) in Space and Earth Sciences and Technology (NNH24ZDA002N)",NASA Headquarters,https://www.grants.gov/search-results-detail/350581,350581,NNH24ZDA002N,10/13/2023,11/30/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: B.4 Space Weather Science Application Research-to-Operations-to-Research (NNH25ZDA001N-R2O2R),NASA Headquarters,https://www.grants.gov/search-results-detail/360022,360022,NNH25ZDA001N-R2O2R,07/14/2025,01/09/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: A.5 Earth Venture Suborbital-4 Snow4Flow Science Team (NNH25ZDA001N-S4F),NASA Headquarters,https://www.grants.gov/search-results-detail/359997,359997,NNH25ZDA001N-S4F,07/11/2025,09/09/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: A.10 INNOVATE (NNH25ZDA001N-INNOVATE),NASA Headquarters,https://www.grants.gov/search-results-detail/360003,360003,NNH25ZDA001N-INNOVATE,07/11/2025,03/31/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: A.9 User-Centered Applications with Large Earth Foundation Models (NNH25ZDA001N-EAFM),NASA Headquarters,https://www.grants.gov/search-results-detail/360001,360001,NNH25ZDA001N-EAFM,07/11/2025,12/09/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: F.3 Exoplanets Research (NNH25ZDA001N-XRP),NASA Headquarters,https://www.grants.gov/search-results-detail/360019,360019,NNH25ZDA001N-XRP,07/14/2025,01/26/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: D.5 Astrophysics Pioneers (NNH25ZDA001N-PIONEERS),NASA Headquarters,https://www.grants.gov/search-results-detail/360018,360018,NNH25ZDA001N-PIONEERS,07/14/2025,03/13/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: F.9 Citizen Science Seed Funding Program (NNH25ZDA001N-CSSFP),NASA Headquarters,https://www.grants.gov/search-results-detail/360020,360020,NNH25ZDA001N-CSSFP,07/14/2025,11/19/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: F.15 Artemis III Participating Scientist Program (NNH25ZDA001N-A3PSP),NASA Headquarters,https://www.grants.gov/search-results-detail/360021,360021,NNH25ZDA001N-A3PSP,07/14/2025,10/07/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
2025 Human Exploration Research Opportunities (HERO) NOFO (NNJ25ZSA001N),NASA Johnson Space Center,https://www.grants.gov/search-results-detail/356941,356941,NNJ25ZSA001N,11/01/2024,10/31/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: C.10 Lunar Mapping Program (NNH25ZDA001N-LMAP),NASA Headquarters,https://www.grants.gov/search-results-detail/360017,360017,NNH25ZDA001N-LMAP,07/14/2025,12/03/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: C.8 Yearly Opportunities for Research in Planetary Defense (NNH25ZDA001N-YORPD),NASA Headquarters,https://www.grants.gov/search-results-detail/360015,360015,NNH25ZDA001N-YORPD,07/14/2025,11/18/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: C.2 Solar System Science (NNH25ZDA001N-SCUBED),NASA Headquarters,https://www.grants.gov/search-results-detail/360004,360004,NNH25ZDA001N-SCUBED,07/11/2025,03/31/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: A.7 Water Quality Applications (NNH25ZDA001N-WATERQ),NASA Headquarters,https://www.grants.gov/search-results-detail/359998,359998,NNH25ZDA001N-WATERQ,07/11/2025,10/21/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: A.8 Water Resources Applications (NNH25ZDA001N-WATER),NASA Headquarters,https://www.grants.gov/search-results-detail/360000,360000,NNH25ZDA001N-WATER,07/11/2025,11/14/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: C.5 Planetary Science Early Career Award (NNH25ZDA001N-ECA),NASA Headquarters,https://www.grants.gov/search-results-detail/360014,360014,NNH25ZDA001N-ECA,07/14/2025,12/04/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
ROSES 2025: Research Opportunities in Space and Earth Science (NNH25ZDA001N),NASA Headquarters,https://www.grants.gov/search-results-detail/359989,359989,NNH25ZDA001N,07/11/2025,05/31/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Meet the Corner Program FY2024 (TIRAMERICANSPACESFY24),U.S. Mission to Albania,https://www.grants.gov/search-results-detail/355791,355791,TIRAMERICANSPACESFY24,08/01/2024,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
FY26 Communications and Networking Applied Research (N0001425SBC05),Office of Naval Research,https://www.grants.gov/search-results-detail/359194,359194,N0001425SBC05,05/29/2025,09/26/2025,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Developing PBPK Model-Based Mechanistic IVIVCs for Long Acting Injectable Suspensions and Implants (U01) Clinical Trial Optional (FOR-FD-24-002),Food and Drug Administration,https://www.grants.gov/search-results-detail/351078,351078,FOR-FD-24-002,11/21/2023,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Peer Supports for Augmentative and Alternative Communication (HHS-2025-ACL-AOD-DNSA-0045),Administration for Community Living,https://www.grants.gov/search-results-detail/359037,359037,HHS-2025-ACL-AOD-DNSA-0045,05/16/2025,,forecasted,,,,,,,,,,,,,,,,,,,,,,,,,
Division of Environmental Biology (24-543),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/352454,352454,24-543,02/15/2024,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
Manufacturing Systems Integration (PD-23-229Y),U.S. National Science Foundation,https://www.grants.gov/search-results-detail/345354,345354,PD-23-229Y,01/12/2023,,posted,,,,,,,,,,,,,,,,,,,,,,,,,
NHLBI Program Project Applications (P01 Clinical Trials Optional) (PAR-24-065),National Institutes of Health,https://www.grants.gov/search-results-detail/351057,351057,PAR-24-065,11/20/2023,09/25/2026,posted,,,,,,,,,,,,,,,,,,,,,,,,,
